AWID,NDID,NDIC,
R809,INKOD,UI,572312N1082906E
R809,NOMTI,UI,564524N1090854E
R809,ATBAT,UI,560042N1095348E
R809,LADEN,UI,553836N1101524E
R809,RONUL,UI,533642N1120112E
R809,ABNOD,UI,525948N1123200E
R809,BUSOL,UI,523048N1125524E
R809,KTN,UI,520130N1131830E
R810,TD,UH,455406N1345200E
R810,SOROG,UH,460306N1353954E
R810,RUSOT,UH,460436N1354812E
R810,GIMES,UH,461530N1364142E
R810,RUNUK,UH,462200N1371512E
R810,KERET,UH,463112N1380406E
R810,TIMIT,UH,463730N1383906E
R810,BULOD,UH,464542N1392712E
R810,BAGOM,UH,465112N1400042E
R810,PIMAG,UH,470830N1415230E
R810,BAPMA,UH,471718N1424342E
R810,BELNA,UH,472654N1430824E
R810,AGITA,UH,474242N1435006E
R810,RUDOS,UH,484900N1453906E
R810,NATUN,UH,495136N1472918E
R810,ROMUK,UH,511018N1500006E
R813,URAMI,US,620930N0771942E
R813,OGTAT,US,621800N0822412E
R813,TULDI,US,621818N0835648E
R813,OTRIS,UN,621448N0874242E
R813,AL,UN,614200N0962836E
R813,BESUR,UN,614024N0965606E
R813,ANENI,UN,613842N0971742E
R813,RILUD,UN,613442N0980554E
R813,GOPTA,UN,611912N1004448E
R813,SOSNA,UN,603500N1062600E
R813,SURON,UI,601424N1083112E
R813,ATRUT,UI,595636N1100918E
R813,MONUB,UI,593730N1114648E
R813,NITIM,UI,592800N1123200E
R814,LUGET,UN,550342N0794918E
R814,SZ,UN,552124N0781812E
R814,ML,UN,561336N0735548E
R814,RUDIM,US,572106N0704848E
R814,GAFEN,US,575430N0690330E
R814,NH,US,580830N0681636E
R816,DEM,UE,623230N1140118E
R816,TRANO,UE,615854N1141630E
R816,REPKI,UE,615506N1141812E
R816,RINAB,UL,610418N1144012E
R816,LEBNA,UE,604300N1144900E
R817,PTG,UN,613554N0900048E
R817,KUDIT,UN,613754N0905442E
R817,KOPOL,UN,614212N0952436E
R817,AL,UN,614200N0962836E
R818,LAMKA,UH,432400N1335306E
R818,ALETI,UH,433212N1331924E
R818,DAGES,UH,433936N1324754E
R819,ARDIB,UE,583600N1252406E
R819,PESOP,UE,585406N1260330E
R819,INROL,UE,591030N1264024E
R819,ADERI,UE,593606N1274012E
R819,OTRUM,UE,604306N1302948E
R819,KUNIK,UE,615112N1333848E
R819,ALUPI,UE,621206N1344748E
R819,OLERA,UE,623900N1362100E
R819,KURAK,UE,624700N1365106E
R823,BAKMI,UN,542812N0884130E
R823,OLALA,UN,550142N0894848E
R823,ROVNO,UN,553100N0910700E
R823,KRS,UN,560948N0923212E
R823,OKRIM,UN,565400N0931000E
R823,NEZEN,UN,575118N0941606E
R823,MOTIN,UN,581100N0944000E
R823,LANRA,UN,581536N0953830E
R823,TOZET,UN,582106N0965748E
R823,BARIK,UN,582236N0972212E
R825,IGR,UN,672548N0863812E
R825,ANAMI,UN,670530N0881306E
R825,SAKAT,UN,652642N0943224E
R825,TURMA,UN,641742N1002612E
R829,GU,UH,532812N1254748E
R829,NEKUT,UH,534742N1253718E
R829,LUROM,UH,535624N1253236E
R829,MEGEP,UH,545618N1245906E
R829,IDELI,UH,551700N1244706E
R831,UTASA,UL,605648N0462648E
R831,BEGBA,UL,604630N0463806E
R845,GRT,HL,302342N0133512E
R845,IZD,HL,312712N0130036E
R845,PURTA,HL,321200N0124800E
R845,ZAW,HL,324642N0123848E
R845,REXOS,HL,331700N0120800E
R845,GASRI,DT,335612N0113000E
R845,LIRMI,DT,341436N0111100E
R845,BEKRA,DT,343136N0105318E
R845,SFX,DT,344300N0104118E
R845,AMINA,DT,345218N0102706E
R845,NEDOS,DT,350912N0100048E
R854,KOKAM,FC,042924N0093406E
R854,DLA,FK,035936N0094436E
R874,DLA,FK,035936N0094436E
R874,DE,FK,034724N0100818E
R874,UMUSO,FC,034536N0104900E
R874,NLY,FK,034330N0113324E
R878,MGA,MN,120824N0861030W
R878,KAVLO,MN,124300N0852024W
R878,TILIK,MN,130448N0844612W
R878,TANKI,MN,133912N0835642W
R878,PZA,MN,140242N0832318W
R883,YSV,MS,134130N0890700W
R883,AMUVO,MS,130042N0883254W
R888,COY,TI,174406N0644200W
R888,MODUX,TT,165730N0630000W
R888,GORET,TT,163354N0621018W
R888,PPR,TF,161554N0613224W
R890,CISNE,MH,172442N0835700W
R890,CORAL,MH,164300N0843742W
R890,AGUAN,MH,155354N0852548W
R890,ANGEL,MH,142006N0865618W
R890,TNT,MH,140142N0871342W
R890,GALAN,MH,133918N0872518W
R890,TUKOR,MN,125318N0874854W
R890,ALTEG,MS,123336N0875848W
R893,CAI,TV,124148N0612024W
R893,AMULA,TT,124948N0604130W
R893,BGI,TB,130430N0592900W
R899,CTM,MM,183036N0882000W
R899,LITRA,MZ,181230N0881942W
R899,ULEVA,MZ,175718N0881854W
R899,BZE,MZ,173224N0881848W
R899,ANEGA,MZ,171748N0875736W
R899,KIPED,MZ,170906N0874442W
R899,KIRAP,MH,170324N0873624W
R899,XEVIR,MH,164048N0870254W
R899,ROA,MH,161900N0863118W
R899,TUMEK,MH,160830N0860336W
R899,AGUAN,MH,155354N0852548W
R899,DAVRO,MH,153724N0844254W
R899,KITIS,MH,151536N0834642W
R899,BILWA,MH,144106N0833536W
R899,PZA,MN,140242N0832318W
R966,UMOLA,UH,500500N1500006E
R966,REDNA,UH,491748N1474736E
R966,LUKAM,UH,482536N1453254E
R966,AGITA,UH,474242N1435006E
R967,MIFRA,UH,493248N1563106E
R967,SEZNO,UH,494054N1551500E
R967,OTLER,UH,494812N1535842E
R967,DIMOT,UH,500030N1511654E
R967,UMOLA,UH,500500N1500006E
R967,OBENA,UH,495742N1483300E
R967,NATUN,UH,495136N1472918E
R967,TIRIS,UH,494112N1455300E
R967,PELOT,UH,493124N1443148E
R967,DITOR,UH,491100N1420506E
R968,NAMUL,UH,523818N1543142E
R968,ROMUK,UH,511018N1500006E
R968,BARUL,UH,501600N1460242E
R968,ARDOK,UH,495018N1442354E
R968,DITOR,UH,491100N1420506E
R975,FES,GM,335536N0050048W
R975,POBUB,GM,334912N0054512W
R975,SADIC,GM,334400N0062000W
R975,DONAS,GM,334154N0063430W
R975,BISMI,GM,333848N0065336W
R975,SAK,GM,333118N0074036W
R975,CSD,GM,325600N0080354W
R975,NIKZO,GM,324336N0080942W
R975,BENOV,GM,320536N0082718W
R975,MAGAV,GM,313130N0084642W
R975,NAMIR,GM,310036N0090206W
R975,EKTAL,GM,304212N0091112W
R975,ADM,GM,301918N0092300W
R975,ARSOL,GM,295554N0093312W
R975,DIDAN,GM,293712N0094118W
R975,ECHED,GM,274000N0103100W
R975,CARIM,GC,260000N0111142W
R975,BIMOG,GQ,251300N0113300W
R975,ZRT,GQ,224530N0122742W
R975,ARDAR,GO,203000N0130400W
R975,MINBA,GO,194512N0135818W
R975,SABDU,GQ,185848N0145400W
R975,KETAS,GO,180530N0155654W
R975,ARBEN,GA,162618N0162142W
R975,SAKLI,GO,160254N0162724W
R975,ANITI,GO,144442N0172830W
R976,CVS,GV,164412N0225706W
R976,POLMO,GV,161630N0213836W
R976,LUMPO,GV,154048N0200000W
R976,LIGOV,GO,152800N0192418W
R976,ANITI,GO,144442N0172830W
R978,ERKEL,DA,205800N0074200E
R978,MELOG,DA,233030N0072018E
R978,BERTI,DA,245724N0071106E
R978,ATAFA,DA,260000N0070418E
R978,BOD,DA,280800N0065024E
R978,ELO,DA,333036N0064648E
R978,NADJI,DA,344800N0064206E
R978,CSO,DA,361736N0063630E
R978,KAMER,LF,390000N0060518E
R981,BAKAB,GA,161418N0000136W
R981,ERGIL,DR,152706N0003706E
R981,GALET,DR,143218N0012136E
R981,NY,DR,132854N0021224E
R981,VOLTI,DB,120942N0022548E
R981,SIRTO,DB,110000N0023724E
R981,TENTU,DN,090400N0025600E
R981,LUGTU,DN,083918N0030006E
R981,ILKEL,DN,074630N0030854E
R981,LAG,DN,064230N0031936E
R982,OG,DF,122048N0013048W
R982,NAVON,DG,110000N0011254W
R982,TLE,DG,093424N0005048W
R982,IRVIK,DG,081518N0003706W
R982,TESMO,DG,063724N0001948W
R982,ACC,DG,053800N0000918W
R983,OG,DF,122048N0013048W
R983,UMOVO,DG,110000N0005342W
R983,NASIA,DG,100636N0002600W
R983,LIPUS,DG,091330N0000042E
R983,PAMPA,DG,080054N0003442E
R983,LM,DX,061100N0011606E
R984,TAMIL,DG,103824N0000130W
R984,KILMO,DG,092742N0005930E
R984,KELEX,DG,075148N0022124E
R984,OPALA,DN,072400N0024500E
R984,LAG,DN,064230N0031936E
R984,BOTBO,DN,061418N0041836E
R984,MOMUR,DN,055406N0050106E
R984,ARAGU,DN,052036N0061042E
R984,TEDPI,DN,051048N0063542E
R984,POT,DN,050212N0065736E
R984,EBVAT,DN,044130N0074312E
R984,RALIN,FC,042812N0081648E
R984,TIBAK,FW,124400S0325924E
R984,DVL,FW,134842S0334830E
R984,DLA,FK,035936N0094436E
R984,EDEBA,FK,035600N0100930E
R984,LILIK,FC,035006N0104900E
R984,NLY,FK,034330N0113324E
R984,ARKEV,FC,035200N0124254E
R984,KOGAN,FC,040130N0140230E
R984,BT,FE,041348N0154700E
R984,NIRUP,FC,041824N0171136E
R984,MPK,FE,042242N0183130E
R984,OG,DF,122048N0013048W
R984,OXIDU,DG,110000N0002012W
R985,BSA,DA,351954N0041230E
R985,ZIBAN,DA,344636N0050000E
R985,ELO,DA,333036N0064648E
R985,RIMEL,DA,314536N0074342E
R985,SAMRA,DA,302818N0082436E
R985,IMN,DA,280400N0093942E
R986,TOBUK,DA,215606N0091800E
R986,NEKRA,DR,200000N0090806E
R986,NATGO,DR,180000N0085806E
R986,BULGU,DR,160000N0084818E
R986,MOTOP,DR,134536N0083736E
R986,GARID,DR,130200N0083412E
R987,VCA,FN,053806S0121124E
R987,EXINA,FN,055530S0121100E
R987,SO,FN,060824S0122218E
R987,AVUTA,FN,065600S0123742E
R987,IMLEX,FN,073412S0125000E
R987,VNA,FN,085042S0131448E
R987,ARGOL,FN,100754S0133730E
R987,UVAMO,FN,104630S0134848E
R987,ILGOL,FN,124212S0142312E
R987,ANVAG,FN,172330S0154924E
R987,VEDRY,FY,222836S0172812E
R987,LONOD,FY,231800S0173600E
R987,PARAG,FY,250700S0175400E
R987,KELKY,FY,263212S0180648E
R987,KEBAT,FY,273000S0181800E
R987,LV,FO,002848N0092406E
R987,TENKI,FC,004406S0095742E
R987,TAPIL,FO,014800S0102712E
R987,TC,FO,025318S0105718E
R987,TASIN,FC,033712S0111830E
R987,IT,FC,044924S0115312E
R987,PIRMI,FC,050200S0115812E
R988,FRV,FO,013912S0132636E
R988,IKTUS,FO,020524S0131348E
R988,VOPAT,FC,022754S0130248E
R988,MELEL,FC,033730S0122848E
R988,IT,FC,044924S0115312E
R99,SPY,PA,570924N1701400W
R99,RANND,PA,565754N1695936W
R99,LIJFY,PA,563048N1692630W
R99,DIBWO,PA,561942N1691312W
R99,DUT,PA,535418N1663254W
R990,MNA,DA,303330N0025142E
R990,RIAME,DA,295148N0013000E
R990,TIO,DA,291336N0001530E
R993,ASM,HH,151706N0385406E
R993,DILKA,HH,143000N0394800E
RD2,FOF,TF,143524N0610124W
RD2,SESPO,TF,153900N0600600W
RD3,PPR,TF,161554N0613224W
RD3,BOSET,TT,171324N0604136W
RD4,ANU,TA,170736N0614800W
RD4,BEVAD,TT,173548N0605018W
RD4,PPR,TF,161554N0613224W
RD4,SEDOG,TD,154606N0611218W
RR10,YGX,CY,562112N0944200W
RR10,YIV,CY,535112N0943912W
RR16,YTS,CY,483418N0812212W
RR16,YUY,CY,481024N0785618W
RR23,MT,CY,494800N0742942W
RR23,YVO,CY,481030N0774912W
RR30,YJI,CY,673342N0640106W
RR30,YCY,CY,702906N0683136W
RR30,YIO,CY,724136N0775706W
RR4,YZS,CY,640854N0831818W
RR4,YTE,CY,641342N0763142W
RR4,YFY,CY,634400N0683254W
RTE1,UTAHS,TJ,194124N0671712W
RTE1,BQN,TJ,182954N0670630W
RTE1,MAZ,TJ,181524N0670906W
RTE12,MAZ,TJ,181524N0670906W
RTE12,JOSHE,TJ,181430N0663006W
RTE12,VARNA,TJ,181900N0661848W
RTE12,SJU,TJ,182648N0655924W
RTE12,JETSS,TJ,184024N0652200W
RTE12,STT,TI,182118N0650130W
RTE2,BQN,TJ,182954N0670630W
RTE2,PEBLO,TJ,182912N0665042W
RTE2,BOCCA,TJ,182836N0663606W
RTE2,SJU,TJ,182648N0655924W
RTE2,ISLLA,TJ,182730N0654748W
RTE2,FAJAR,TJ,182812N0653824W
RTE2,TOURO,TJ,182848N0652754W
RTE2,MALIE,TJ,182930N0651642W
RTE2,STT,TI,182118N0650130W
RTE2,OSSEL,TI,180754N0645424W
RTE2,COY,TI,174406N0644200W
RTE3,UTAHS,TJ,194124N0671712W
RTE3,JAAWS,TJ,185842N0663224W
RTE3,SJU,TJ,182648N0655924W
RTE4,IDAHO,TJ,191536N0673824W
RTE4,BQN,TJ,182954N0670630W
RTE4,JOSHE,TJ,181430N0663006W
RTE4,MIGHT,TJ,180954N0661906W
RTE4,TUUNA,TJ,175854N0655312W
RTE4,VEDAS,TJ,175512N0653512W
RTE4,HAKVO,KZ,175106N0651524W
RTE4,SNOOZ,TI,174854N0650500W
RTE4,COY,TI,174406N0644200W
RTE5,BQN,TJ,182954N0670630W
RTE5,ROBLL,TJ,185718N0670048W
RTE5,PLING,TJ,195930N0664754W
RTE6,IDAHO,TJ,191536N0673824W
RTE6,ROBLL,TJ,185718N0670048W
RTE6,BEANO,TJ,184536N0663712W
RTE6,CORAF,TJ,183848N0662324W
RTE6,SJU,TJ,182648N0655924W
RTE6,CHAKA,TJ,182224N0653748W
RTE6,PALCO,TJ,181730N0651406W
RTE6,STT,TI,182118N0650130W
RTE7,PLING,TJ,195930N0664754W
RTE7,SAALR,TJ,190648N0662012W
RTE7,DONKE,TJ,183642N0660430W
RTE7,SJU,TJ,182648N0655924W
RTE7,SANLO,TJ,181200N0655606W
RTE7,TUUNA,TJ,175854N0655312W
RTE7,GESSO,TJ,172936N0654642W
RTE9,BEWIK,TJ,175212N0663942W
RTE9,WIGUM,TJ,175930N0663112W
RTE9,CLAYO,TJ,180324N0662636W
RTE9,MIGHT,TJ,180954N0661906W
RTE9,GANBO,TJ,181606N0661154W
RTE9,SJU,TJ,182648N0655924W
RTE9,WALNA,TJ,183842N0660100W
RTE9,DEEDY,TJ,184142N0660124W
RTE9,VERMO,TJ,200736N0661254W
T1,APSUX,LI,411112N0103454E
T1,UREXE,LI,405500N0094036E
T1,ORVEX,LI,404036N0085200E
T1,KADLO,RC,225718N1183230E
T1,LASSO,RC,224042N1182242E
T1,EXTRA,RC,222400N1181254E
T1,COMBO,RC,221542N1180806E
T1,KAPLI,RC,211000N1173000E
T1,BPL,VA,231700N0772012E
T1,GURVI,VA,223400N0792554E
T1,ODUMI,VA,221312N0802518E
T1,OPONI,VE,214700N0813824E
T1,GUTNO,VE,214048N0820000E
T1,OGUNA,VE,212906N0824024E
T1,VIBAL,VE,210318N0834700E
T1,BBS,VE,201442N0854848E
T1,CLP,WI,073842S1090206E
T1,PROGO,WI,090136S1104600E
T1,ARUPI,WA,090154S1124124E
T1,KIDUL,WA,090036S1141400E
T1,BLI,WA,084500S1150948E
T1,TBU,NF,211442S1750854W
T1,TOARP,NZ,153418S1753748W
T10,VEBIT,LS,471606N0080024E
T10,OLBEN,LS,471818N0073748E
T10,LUMEL,LS,472424N0070912E
T10,TORPA,LF,472848N0063930E
T10,SOBLI,LF,473000N0062248E
T10,ROBIR,LF,473124N0060218E
T10,TUBAL,MD,181542N0700754W
T10,TUMEL,MD,181530N0703106W
T10,DUROM,MD,181530N0704148W
T10,BEXIL,MD,181518N0710748W
T10,ETBOD,MD,183100N0715300W
T10,CKG,WI,061118S1063148E
T10,PATKU,WI,055942S1062212E
T10,GOMEL,WI,051112S1054954E
T10,ENSAV,WI,040600S1050336E
T10,TORUR,WI,021954S1032430E
T10,OVSET,WI,013354S1024136E
T10,AKPER,WI,014630N0993430E
T10,OPUNG,WI,043124N0970036E
T10,BAC,WI,053124N0952518E
T10,OBRAN,HE,303000N0290524E
T10,ELODA,HE,305530N0282742E
T10,BORIK,HE,305754N0275942E
T10,DASUM,HE,310800N0273236E
T100,NAS,SC,530018S0705118W
T100,HORNO,SC,562836S0671600W
T100,DRAKE,SC,591830S0633542W
T100,KRILL,SC,611224S0604112W
T100,IRJ,SC,621130S0585900W
T100,MIGMA,OE,225036N0512748E
T100,LABDU,OE,222500N0515806E
T100,DEGPA,OE,221800N0520230E
T100,VATIX,OE,215524N0521636E
T100,SILBU,OE,214512N0522306E
T100,EGSAB,OE,212448N0523636E
T100,IVABO,OE,204748N0530100E
T100,DAXUT,OE,203706N0530800E
T100,GEROL,OE,201442N0532242E
T100,GOBRO,OE,193624N0534742E
T100,ORTOP,LE,360136N0072300W
T100,TUTIS,LE,355518N0064200W
T100,TAVSI,LE,355536N0062854W
T100,XULIM,LE,355600N0061030W
T100,AMPIR,LE,355618N0055724W
T100,SOVIS,LE,355736N0054636W
T100,GOSOS,LE,360512N0044330W
T100,GONZA,LE,361218N0025236W
T100,GOLFO,LE,362206N0020318W
T100,MIMDI,LE,363600N0011300W
T100,RINDI,LE,370618N0000348W
T100,XENVO,LE,372818N0004748E
T100,PIDUD,LE,374512N0012836E
T100,PIMAD,LE,381000N0023000E
T100,XARON,LE,382418N0025112E
T100,XESPA,LE,383548N0030830E
T100,MAMOM,LE,391306N0040530E
T100,SOTAX,LF,393506N0044000E
T101,NAXAV,LI,462748N0111918E
T101,BEXOR,LI,465248N0111330E
T101,SOTOV,LI,465636N0111236E
T101,BAPGI,LO,471930N0111412E
T101,OBAGA,ED,473248N0111506E
T101,NINUR,ED,474412N0111500E
T101,ANDEC,ED,475312N0112006E
T101,BETOS,ED,480406N0112100E
T101,LOKOL,SC,334000S0750000W
T101,ITANO,SC,330912S0730000W
T101,NILTA,SC,330554S0724748W
T101,EGULU,SC,325236S0715912W
T101,VTN,SC,324418S0712948W
T101,TENUT,SC,324918S0711136W
T101,OLMUE,SC,325206S0710112W
T101,TBN,SC,325506S0705012W
T102,NESTI,LI,454812N0102536E
T102,TISAX,LI,463842N0110354E
T102,IVKAL,LI,464742N0110218E
T102,SUDUX,LO,465642N0110030E
T102,GOVTU,LO,472042N0110412E
T102,IRBIR,ED,473400N0110612E
T102,NINUR,ED,474412N0111500E
T102,MON,SC,412548S0730530W
T102,GUTIN,SC,422424S0724848W
T102,DOTGU,SC,433054S0722824W
T102,UDOVI,SC,451542S0715436W
T102,BAL,SC,455448S0714248W
T102,SURTA,SC,461818S0722000W
T102,BETRI,SC,470000S0724042W
T102,NIPLA,SC,481618S0732006W
T102,SINEL,SC,491724S0735312W
T103,DITON,LS,471806N0082000E
T103,KUDIS,LS,472630N0085800E
T103,NUNRI,ED,473512N0093912E
T103,BEMKI,ED,473336N0101818E
T103,NESES,ED,473254N0103318E
T103,OSDER,ED,474100N0105330E
T103,DISUN,ED,475148N0110618E
T103,BETOS,ED,480406N0112100E
T103,OPLES,SC,203418S0701100W
T103,OSUVO,SC,203830S0700812W
T103,AKNUV,SC,211048S0694630W
T103,VUREL,SC,214742S0692136W
T103,LOA,SC,223006S0685230W
T103,TATIO,SC,224818S0694030W
T103,EKEVI,SC,230636S0702636W
T103,FAG,SC,232800S0702654W
T104,BOMBI,ED,500324N0084800E
T104,HAREM,ED,493706N0092454E
T104,ELMOX,ED,492300N0094930E
T104,PIGAB,ED,491154N0100836E
T104,DKB,ED,490836N0101418E
T104,LEVBU,ED,490024N0102724E
T104,ANORA,ED,485700N0103254E
T104,XERUM,ED,484842N0104606E
T104,BURAM,ED,484142N0105654E
T104,WLD,ED,483448N0110748E
T104,ROKIL,ED,483048N0111148E
T104,UPUSI,SC,334254S0720930W
T104,ESIDO,SC,354700S0724536W
T104,CAR,SC,364518S0730312W
T104,ANGOL,SC,374030S0724230W
T104,KIDEM,SC,382424S0724012W
T104,NIA,SC,385424S0723836W
T105,LULAR,ED,492200N0124530E
T105,EXUSI,ED,491324N0123924E
T105,RDG,ED,490224N0123136E
T105,GOMAX,ED,484724N0122054E
T105,VESIX,ED,484136N0121842E
T105,LANDU,ED,483548N0121624E
T105,ANKER,ED,483424N0120006E
T105,MIQ,ED,483412N0113554E
T105,CRV,SA,454624S0672218W
T105,ISKES,SA,445136S0672918W
T105,PUBLO,SA,434812S0673712W
T105,ELADA,SA,430618S0674218W
T105,PAKAL,SA,422224S0674724W
T105,TOMIV,SA,413136S0675336W
T105,SEMGA,SA,410606S0675636W
T105,NIGBU,SA,404212S0675930W
T105,EKOPA,SA,402330S0680130W
T105,SIMOT,SA,394836S0680436W
T105,ILTOS,SA,392700S0680636W
T105,NEU,SA,385700S0680918W
T105,TOY,SC,301636S0712824W
T105,KATOS,SC,310606S0713800W
T105,AKPOK,SC,314012S0714442W
T105,TOLAS,SC,321318S0715118W
T105,EGULU,SC,325236S0715912W
T105,UPUSI,SC,334254S0720930W
T105,SOSTA,SC,354918S0723624W
T105,CAR,SC,364518S0730312W
T105,PANEX,SC,374600S0730536W
T105,LIXAN,SC,381606S0725348W
T105,NIA,SC,385424S0723836W
T106,VESUB,LK,492512N0125948E
T106,BAGMI,ED,491336N0125124E
T106,ODUDA,ED,490430N0124448E
T106,NETES,ED,485424N0123736E
T106,KUFAZ,ED,484554N0123136E
T106,TUSTO,ED,483630N0122630E
T106,NOXOS,MM,193606N0980030W
T106,ILOLU,MM,195030N0972054W
T107,LUPEN,LF,482606N0074400E
T107,EMPAX,ED,482742N0085954E
T107,GESLU,ED,482742N0094118E
T107,LURER,ED,482748N0103606E
T107,LELTA,ED,482936N0105718E
T107,ROKIL,ED,483048N0111148E
T107,LINER,SC,335530S0704506W
T107,ANDIX,SC,344336S0710712W
T107,MUNEP,SC,353242S0711912W
T107,CHI,SC,363512S0720200W
T107,VUMIT,SC,363912S0722642W
T107,CAR,SC,364518S0730312W
T107,UKUNO,MM,192600N0980054W
T107,OMOKU,MM,194012N0972112W
T108,UKUNO,MM,192600N0980054W
T108,TEVET,MM,192018N0970242W
T108,GUDUX,SA,524448S0671606W
T108,GRA,SA,534630S0674448W
T108,DABLI,SA,543000S0674006W
T108,NIRGO,LK,491954N0130754E
T108,ARBAX,ED,491242N0130236E
T108,USEMI,ED,490630N0125806E
T108,LITLI,ED,485754N0125148E
T108,OSTES,ED,484224N0124042E
T108,BINGU,ED,483712N0123706E
T108,TUSTO,ED,483630N0122630E
T108,LANDU,ED,483548N0121624E
T109,ILETO,MM,191548N0980112W
T109,TILOB,MM,191312N0971900W
T109,RUDUS,ED,500254N0080442E
T109,MOVUM,ED,495700N0083136E
T109,UNEDE,ED,495224N0084412E
T109,SOSHE,ED,494818N0085512E
T109,HAREM,ED,493706N0092454E
T11,OSKIN,LF,474306N0032606E
T11,DIVDA,LF,475736N0034830E
T11,LUREN,LF,480136N0035448E
T11,SOMDA,LF,482018N0041442E
T11,VATRI,LF,484736N0040330E
T11,ROM,YB,263236S1484654E
T11,DOVUB,YB,255342S1442006E
T11,NONET,YB,252024S1410854E
T11,MITTS,YB,243900S1374018E
T11,PULOL,YM,242718S1364542E
T11,AS,YM,234736S1335242E
T11,LUGSA,YM,220800S1301830E
T11,LIBTU,YB,200500S1261254E
T11,CESCI,YB,192218S1245136E
T11,BRM,YB,175648S1221406E
T11,BEXIL,MD,181518N0710748W
T11,KESVI,MD,171054N0712900W
T11,PALAS,MD,163400N0714100W
T11,GLIGA,RC,223742N1195524E
T11,WP151,RC,232206N1194218E
T11,WP153,RC,234312N1191848E
T11,CUBON,RC,235700N1185724E
T11,ANY,WA,065830S1102248E
T11,WAWAN,WA,061600S1114854E
T11,IKAPI,WA,045724S1135836E
T11,KAYAN,WA,021354S1154636E
T11,AGTAK,WA,005806S1165842E
T110,BINGU,ED,483712N0123706E
T110,ROSAB,ED,483800N0124854E
T110,BAMTA,ED,484354N0125318E
T110,BAVRI,LK,490054N0133048E
T111,DELER,LI,401106N0140900E
T111,DIRED,LI,393354N0143100E
T111,BUDIN,LI,382836N0150448E
T111,URCAH,LI,381930N0150930E
T111,SOPOM,LI,375442N0152200E
T111,PEKOD,LI,374306N0152748E
T111,QHA,HA,132824N0393130E
T111,GADGI,HA,125412N0400900E
T111,APMUX,HA,123336N0403124E
T111,UNKEG,HA,120648N0410024E
T111,LAKBE,HA,110224N0420942E
T112,BULOL,LF,460242N0050530E
T112,BOBSI,LF,461924N0045906E
T112,TOY,SC,301636S0712824W
T112,PUKEL,SC,304106S0712242W
T112,SIRUS,SC,314636S0710700W
T112,TBN,SC,325506S0705012W
T112,MEBAS,MM,183612N0974042W
T112,LARLO,MM,184300N0981954W
T112,QHA,HA,132824N0393130E
T112,XADOX,HA,122718N0402448E
T112,ERDIR,HA,114748N0405900E
T113,RUTIP,LF,422842N0012612E
T113,SINDO,LE,420812N0011924E
T113,ARBEK,LE,413236N0010748E
T113,QHA,HA,132824N0393130E
T113,UNKID,HA,120818N0393824E
T113,GEROB,HA,112018N0394212E
T113,DUKRI,HA,110636N0394336E
T114,QHA,HA,132824N0393130E
T114,XUDAM,HA,123854N0392248E
T114,ETLAL,HA,120848N0391930E
T114,EKBOB,HA,112330N0391424E
T114,MEKEL,HA,104442N0390624E
T114,GWZ,HA,090624N0384612E
T115,SUMKO,SC,374306S0715224W
T115,ITAPO,SC,383000S0722236W
T115,NIA,SC,385424S0723836W
T115,KIBEL,SC,391730S0725154W
T115,VLD,SC,394018S0730506W
T115,DATOK,HE,293624N0341400E
T115,PSD,HE,311642N0321418E
T115,DARUR,HE,315154N0311954E
T115,ETBUN,HA,115824N0385930E
T115,OKBID,HA,112530N0385654E
T115,EXELI,HA,111630N0385612E
T115,GWZ,HA,090624N0384612E
T116,LUMAN,LF,475624N0002448E
T116,ROMGO,LF,482048N0005036E
T116,NERKI,LF,483048N0011936E
T116,BANOX,LF,483430N0013018E
T116,GESEL,HA,123154N0372554E
T116,DUDMU,HA,121424N0373254E
T116,UDKON,HA,120618N0373600E
T116,UBTIK,HA,115448N0374036E
T116,IBGOB,HA,114224N0374524E
T116,UNGOT,HA,113306N0374906E
T116,TIDEX,HA,113006N0375018E
T116,ANSUV,HA,104254N0380842E
T116,GWZ,HA,090624N0384612E
T117,GRD,UM,533630N0240324E
T117,PEPAR,UM,534430N0250600E
T117,OSMUS,UM,535342N0264324E
T117,MNS,UM,535306N0280112E
T117,NASKA,UM,533700N0285454E
T117,MUHNA,UM,533454N0291624E
T117,PIROS,UM,532930N0300900E
T117,BUGOR,UU,531300N0322754E
T117,BDR,HA,113624N0371900E
T117,TIDEX,HA,113006N0375018E
T117,XUGUD,HA,112142N0383112E
T117,EXELI,HA,111630N0385612E
T117,VEXOD,HA,111306N0391224E
T117,DUKRI,HA,110636N0394336E
T118,TELAG,SC,334100S0705600W
T118,KODVO,SC,334054S0712018W
T118,NIDMU,SC,334206S0713642W
T118,UPUSI,SC,334254S0720930W
T118,ESEPA,SC,334336S0725018W
T118,OSABO,SC,334342S0725954W
T118,RENAB,SC,334418S0750000W
T118,GERKI,SC,334306S0765754W
T118,OSANI,SC,334000S0785548W
T118,BDR,HA,113624N0371900E
T118,UNGOT,HA,113306N0374906E
T118,EGRUR,HA,112942N0381954E
T118,TIBOR,HA,112818N0383212E
T118,UMTOK,HA,112618N0385000E
T118,OKBID,HA,112530N0385654E
T118,EKBOB,HA,112330N0391424E
T118,GEROB,HA,112018N0394212E
T118,DURTA,HA,111748N0400300E
T118,AVUKU,HA,111536N0402154E
T118,ESRUD,HA,111348N0403048E
T118,LAKBE,HA,110224N0420942E
T119,QHA,HA,132824N0393130E
